Bigram                                                     Count                              P(Without Smoothing)                         P(Add-one Smoothing)                         
('TV', 'set')                                                   1                                        0.125                       0.00011926058437686345
('set', ',')                                                    1                        0.0004940711462450593                       0.00010646225912913872
('says', 'Malcolm')                                             1                                          0.5                       0.00011930326890956812
('Malcolm', 'G.')                                               1                           0.1111111111111111                       0.00011925347325740862
('G.', 'Saull')                                                 1                                          1.0                       0.00011931038596909861
('Saull', ',')                                                  1                        0.0004940711462450593                       0.00010646225912913872
('the', 'film')                                                 1                                          0.5                       0.00011930326890956812
('film', 'and')                                                 1                        0.0014771048744460858                       0.00011468547508458054
('and', 'video')                                                1                                          1.0                       0.00011931038596909861
('video', 'department')                                         1                                          0.2                       0.00011928192282459593
('the', 'Rochester')                                            1                                          0.5                       0.00011930326890956812
('Rochester', 'Institute')                                      1                                          0.2                       0.00011928192282459593
('of', 'Technology')                                            2                           0.6666666666666666                        0.0001789442290486132
('Technology', '.')                                             2                         0.002002002002002002                       0.00016890940825403975
('.', 'Randolph')                                               1                                          1.0                       0.00011931038596909861
('Randolph', 'W.')                                              1                          0.06666666666666667                       0.00011921082434285033
('W.', 'McElroy')                                               1                                          1.0                       0.00011931038596909861
('McElroy', ',')                                                1                        0.0004940711462450593                       0.00010646225912913872
('additional', 'position')                                      2                                        0.125                        0.0001788055787340565
('its', 'principal')                                            1                                          1.0                       0.00011931038596909861
('principal', 'unit')                                           1                          0.06666666666666667                       0.00011921082434285033
(',', 'Sovran')                                                 1                           0.3333333333333333                       0.00011929615269907546
('Sovran', 'Bank')                                              1                          0.07142857142857142                       0.00011921793037672866
('.', 'Ms.')                                                    1                                         0.25                       0.00011928903733746869
('Ms.', 'McFadden')                                             1                                          1.0                       0.00011931038596909861
('McFadden', 'had')                                             1                         0.020833333333333332                        0.0001189767995240928
('forced', 'out')                                               1                          0.03225806451612903                        0.0001190972428988269
('July', 'in')                                                  1                         0.002785515320334262                       0.00011681560656503709
('a', 'bitter')                                                 1                                          1.0                       0.00011931038596909861
('bitter', 'power')                                             1                           0.1111111111111111                       0.00011925347325740862
('power', 'struggle')                                           1                                          1.0                       0.00011931038596909861
('struggle', 'with')                                            1                         0.009174311926605505                        0.0001185466184577085
('with', 'Z.')                                                  1                                          1.0                       0.00011931038596909861
('Z.', 'Lou')                                                   1                                          1.0                       0.00011931038596909861
('Lou', 'Guttman')                                              1                                          0.5                       0.00011930326890956812
('Guttman', ',')                                                1                        0.0004940711462450593                       0.00010646225912913872
('longtime', 'floor')                                           1                                         0.25                       0.00011928903733746869
('floor', 'trader')                                             1                                          1.0                       0.00011931038596909861
('trader', 'on')                                                1                         0.006666666666666667                       0.00011825922421948912
('exchange', '.')                                               1                         0.001001001001001001                       0.00011260627216935983
('.', 'Lord')                                                   1                                          0.5                       0.00011930326890956812
('Lord', 'Chilver')                                             1                                          1.0                       0.00011931038596909861
('Chilver', ',')                                                1                        0.0004940711462450593                       0.00010646225912913872
('63-year-old', 'chairman')                                     1                        0.0018050541516245488                        0.0001155001155001155
('of', 'English')                                               1                                          1.0                       0.00011931038596909861
('English', 'China')                                            1                           0.3333333333333333                       0.00011929615269907546
('China', 'Clays')                                              1                                          1.0                       0.00011931038596909861
('Clays', 'PLC')                                                1                                          0.2                       0.00011928192282459593
('British', 'chemical')                                         1                                          1.0                       0.00011931038596909861
('chemical', 'company')                                         1                         0.006802721088435374                        0.0001182802058075581
('.', 'Another')                                                1                                          1.0                       0.00011931038596909861
("'", 'to')                                                     1                        0.0015408320493066256                       0.00011486990982712079
('to', 'team')                                                  1                           0.3333333333333333                       0.00011929615269907546
('team', 'up')                                                  1                                      0.03125                       0.00011909015124449208
('an', 'outside')                                               1                                         0.25                       0.00011928903733746869
('outside', 'investor')                                         1                                          0.2                       0.00011928192282459593
('might', 'try')                                                1                                          0.2                       0.00011928192282459593
('the', 'ouster')                                               1                                          1.0                       0.00011931038596909861
('ouster', 'of')                                                1                        0.0010660980810234541                       0.00011299435028248587
('board', 'through')                                            1                          0.05555555555555555                       0.00011918951132300358
('solicitation', 'of')                                          2                        0.0021321961620469083                       0.00016949152542372882
('of', 'consents')                                              1                                          0.5                       0.00011930326890956812
('consents', '.')                                               2                         0.002002002002002002                       0.00016890940825403975
('But', 'he')                                                   1                         0.011627906976744186                       0.00011870845204178538
('he', 'kept')                                                  1                           0.3333333333333333                       0.00011929615269907546
('kept', 'Fruit')                                               1                                          1.0                       0.00011931038596909861
('Fruit', 'of')                                                 1                        0.0010660980810234541                       0.00011299435028248587
('the', 'Loom')                                                 1                                          1.0                       0.00011931038596909861
('Loom', 'Inc.')                                                1                           0.0196078431372549                       0.00011895557009456968
('underwear', 'maker')                                          1                                       0.0625                       0.00011920371915603766
('maker', 'that')                                               1                        0.0038910505836575876                       0.00011751571772724602
('he', 'still')                                                 1                          0.09090909090909091                        0.0001192392535622727
('still', 'controls')                                           1                                          0.2                       0.00011928192282459593
('controls', 'and')                                             1                        0.0014771048744460858                       0.00011468547508458054
('and', 'serves')                                               1                                          1.0                       0.00011931038596909861
('serves', 'as')                                                1                         0.006666666666666667                       0.00011825922421948912
('.', 'Harry')                                                  2                                          1.0                       0.00017895490336435218
('Harry', 'J.')                                                 1                         0.038461538461538464                       0.00011913271384322135
('J.', 'Gray')                                                  1                                          0.5                       0.00011930326890956812
('Gray', 'and')                                                 1                        0.0014771048744460858                       0.00011468547508458054
('and', 'Melvyn')                                               1                                          1.0                       0.00011931038596909861
('Melvyn', 'N.')                                                1                                          1.0                       0.00011931038596909861
('N.', 'Klein')                                                 1                                          0.5                       0.00011930326890956812
('Klein', ',')                                                  1                        0.0004940711462450593                       0.00010646225912913872
(',', 'along')                                                  2                                          0.5                       0.00017893355600620304
('along', 'with')                                               3                         0.027522935779816515                         0.000237093236915417
('with', 'five')                                                1                          0.09090909090909091                        0.0001192392535622727
('other', 'IMA')                                                1                                          1.0                       0.00011931038596909861
('IMA', 'designees')                                            1                                          1.0                       0.00011931038596909861
('designees', ',')                                              1                        0.0004940711462450593                       0.00010646225912913872
('join', 'American')                                            1                         0.045454545454545456                       0.00011916110581506196
('Medical', "'s")                                               1                        0.0025974025974025974                        0.0001166384790342334
("'s", '10-member')                                             1                                          1.0                       0.00011931038596909861
('Harry', 'Rossi')                                              1                                          1.0                       0.00011931038596909861
('Rossi', ',')                                                  1                        0.0004940711462450593                       0.00010646225912913872
(',', '69')                                                     1                                          1.0                       0.00011931038596909861
('69', ',')                                                     1                        0.0004940711462450593                       0.00010646225912913872
('National', 'Life')                                            1                          0.16666666666666666                       0.00011927480916030534
('Mr.', 'Warren')                                               1                          0.16666666666666666                       0.00011927480916030534
('He', 'had')                                                   1                         0.020833333333333332                        0.0001189767995240928
('had', 'frequent')                                             1                                          1.0                       0.00011931038596909861
('frequent', 'telephone')                                       1                                         0.25                       0.00011928903733746869
('consultations', 'with')                                       1                         0.009174311926605505                        0.0001185466184577085
('with', 'Mr.')                                                 2                         0.011235955056179775                        0.0001770956316410862
('counsel', 'of')                                               1                        0.0010660980810234541                       0.00011299435028248587
('of', 'economic')                                              1                                          0.2                       0.00011928192282459593
('economic', 'advisers')                                        1                                         0.25                       0.00011928903733746869
('advisers', '.')                                               1                         0.001001001001001001                       0.00011260627216935983
('.', 'Only')                                                   1                                          1.0                       0.00011931038596909861
('Only', 'a')                                                   1                         0.001718213058419244                       0.00011531365313653136
('year', 'ago')                                                 1                          0.09090909090909091                        0.0001192392535622727
('of', 'Bond')                                                  1                           0.3333333333333333                       0.00011929615269907546
('who', 'controls')                                             1                                          0.2                       0.00011928192282459593
('controls', 'about')                                           1                         0.023809523809523808                       0.00011901928112354201
('about', '58')                                                 1                          0.16666666666666666                       0.00011927480916030534
('58', '%')                                                     2                         0.037037037037037035                       0.00017840152235965747
(',', 'appeared')                                               1                                         0.25                       0.00011928903733746869
('a', 'war')                                                    1                                          0.5                       0.00011930326890956812
('war', 'chest')                                                1                                          1.0                       0.00011931038596909861
('chest', 'to')                                                 1                        0.0015408320493066256                       0.00011486990982712079
('to', 'attack')                                                1                                          1.0                       0.00011931038596909861
('attack', 'some')                                              1                         0.043478260869565216                       0.00011915400655347036
('some', 'big')                                                 1                           0.1111111111111111                       0.00011925347325740862
('big', 'companies')                                            1                          0.06666666666666667                       0.00011921082434285033
('He', 'sipped')                                                1                                          1.0                       0.00011931038596909861
('sipped', 'tea')                                               1                                          1.0                       0.00011931038596909861
('sweetened', 'with')                                           1                         0.009174311926605505                        0.0001185466184577085
('with', 'honey')                                               1                                          1.0                       0.00011931038596909861
('honey', 'from')                                               1                         0.012195121951219513                       0.00011873664212776063
('his', 'high-backed')                                          1                                          1.0                       0.00011931038596909861
('high-backed', 'leather')                                      1                                          1.0                       0.00011931038596909861
('leather', 'chair')                                            1                          0.08333333333333333                        0.0001192321449862883
('chair', 'at')                                                 1                                         0.01                       0.00011860989206499822
('at', 'his')                                                   3                                       0.0375                       0.00023750148438427741
('his', 'bench')                                                1                                          1.0                       0.00011931038596909861
('bench', ',')                                                  1                        0.0004940711462450593                       0.00010646225912913872
('while', 'scribbling')                                         1                                          1.0                       0.00011931038596909861
('scribbling', 'notes')                                         1                                          1.0                       0.00011931038596909861
('notes', 'ordering')                                           1                                          0.5                       0.00011930326890956812
('ordering', 'spectators')                                      1                                          1.0                       0.00011931038596909861
('spectators', 'to')                                            1                        0.0015408320493066256                       0.00011486990982712079
('to', 'stop')                                                  1                                          1.0                       0.00011931038596909861
('stop', 'whispering')                                          1                                          1.0                       0.00011931038596909861
('whispering', 'or')                                            1                         0.017857142857142856                       0.00011892020454275182
('take', 'off')                                                 1                          0.06666666666666667                       0.00011921082434285033
('off', 'their')                                                1                         0.043478260869565216                       0.00011915400655347036
('their', 'hats')                                               1                                          1.0                       0.00011931038596909861
('hats', 'in')                                                  1                         0.002785515320334262                       0.00011681560656503709
('his', 'courtroom')                                            1                                          1.0                       0.00011931038596909861
('courtroom', '.')                                              1                         0.001001001001001001                       0.00011260627216935983
('Mrs.', 'Coleman')                                             1                                          0.5                       0.00011930326890956812
('Coleman', 'and')                                              1                        0.0014771048744460858                       0.00011468547508458054
('and', 'her')                                                  1                                         0.25                       0.00011928903733746869
('her', 'daughter')                                             1                                          1.0                       0.00011931038596909861
('daughter', ',')                                               1                        0.0004940711462450593                       0.00010646225912913872
('Elizabeth', ',')                                              1                        0.0004940711462450593                       0.00010646225912913872
('is', 'vice')                                                  1                         0.017857142857142856                       0.00011892020454275182
('are', 'the')                                                  1                        0.0006993006993006993                       0.00010993843447669306
('family', 'members')                                           1                                        0.025                       0.00011903344839900012
('members', 'involved')                                         1                           0.3333333333333333                       0.00011929615269907546
('involved', 'in')                                              3                         0.008356545961002786                       0.00023363121313007418
('Maidenform', ',')                                             1                        0.0004940711462450593                       0.00010646225912913872
('which', 'employs')                                            1                                          1.0                       0.00011931038596909861
('employs', 'about')                                            1                         0.023809523809523808                       0.00011901928112354201
('about', '5,000')                                              1                                          0.5                       0.00011930326890956812
('5,000', '.')                                                  1                         0.001001001001001001                       0.00011260627216935983
('To', 'the')                                                   1                        0.0006993006993006993                       0.00010993843447669306
('extent', 'that')                                              1                        0.0038910505836575876                       0.00011751571772724602
('$', '150')                                                    1                                          1.0                       0.00011931038596909861
('million', 'budget')                                           1                                         0.25                       0.00011928903733746869
('budget', 'will')                                              1                         0.008771929824561403                       0.00011851149561507466
('will', 'allow')                                               1                           0.3333333333333333                       0.00011929615269907546
('allow', 'it')                                                 1                          0.01020408163265306                       0.00011862396204033214
('Mr.', 'McDonough')                                            1                                          1.0                       0.00011931038596909861
('McDonough', 'will')                                           1                         0.008771929824561403                       0.00011851149561507466
('will', 'rely')                                                1                                          1.0                       0.00011931038596909861
('rely', 'on')                                                  1                         0.006666666666666667                       0.00011825922421948912
('on', 'solid')                                                 1                           0.3333333333333333                       0.00011929615269907546
('solid', 'wood')                                               1                                          1.0                       0.00011931038596909861
('wood', ',')                                                   1                        0.0004940711462450593                       0.00010646225912913872
('than', 'plywood')                                             1                                          1.0                       0.00011931038596909861
('plywood', 'or')                                               1                         0.017857142857142856                       0.00011892020454275182
('or', 'particle')                                              1                                          1.0                       0.00011931038596909861
('particle', 'board')                                           1                          0.00273224043715847                       0.00011676786548341896
('to', 'limit')                                                 1                           0.3333333333333333                       0.00011929615269907546
('limit', 'the')                                                1                        0.0006993006993006993                       0.00010993843447669306
('the', 'emission')                                             1                                          1.0                       0.00011931038596909861
('emission', 'of')                                              1                        0.0010660980810234541                       0.00011299435028248587
('formaldehyde', '.')                                           1                         0.001001001001001001                       0.00011260627216935983
('.', 'Sovran')                                                 1                           0.3333333333333333                       0.00011929615269907546
('Sovran', 'also')                                              1                         0.017857142857142856                       0.00011892020454275182
('named', 'John')                                               1                         0.023255813953488372                       0.00011901219875037192
('John', 'B.')                                                  2                          0.16666666666666666                       0.00017884821747943245
('B.', 'Werner')                                                1                                          1.0                       0.00011931038596909861
('Werner', 'a')                                                 1                         0.001718213058419244                       0.00011531365313653136
('unit', 'and')                                                 1                        0.0014771048744460858                       0.00011468547508458054
('newly', 'created')                                            1                          0.14285714285714285                       0.00011926769634444511
('chief', 'credit')                                             2                                          0.5                       0.00017893355600620304
('credit', 'officer')                                           2                         0.014814814814814815                       0.00017754630999585724
('of', 'Sovran')                                                1                           0.3333333333333333                       0.00011929615269907546
('Sovran', 'Financial')                                         1                                          0.5                       0.00011930326890956812
('Financial', ',')                                              1                        0.0004940711462450593                       0.00010646225912913872
('corporate', 'board')                                          1                          0.00273224043715847                       0.00011676786548341896
('to', '35')                                                    1                                          1.0                       0.00011931038596909861
('35', '.')                                                     1                         0.001001001001001001                       0.00011260627216935983
('court', 'introduced')                                         1                                         0.25                       0.00011928903733746869
('introduced', 'themselves')                                    1                                          0.5                       0.00011930326890956812
('themselves', ',')                                             1                        0.0004940711462450593                       0.00010646225912913872
('panel', 'said')                                               1                        0.0035587188612099642                       0.00011735023176670773
('Go', 'ahead')                                                 1                                          0.5                       0.00011930326890956812
('ahead', 'and')                                                1                        0.0014771048744460858                       0.00011468547508458054
('and', 'tell')                                                 1                                          0.5                       0.00011930326890956812
('tell', 'us')                                                  1                           0.1111111111111111                       0.00011925347325740862
('us', 'what')                                                  1                                       0.0625                       0.00011920371915603766
('.', 'Government')                                             1                                          1.0                       0.00011931038596909861
('Government', 'officials')                                     1                          0.06666666666666667                       0.00011921082434285033
('officials', 'tried')                                          1                                          1.0                       0.00011931038596909861
('throughout', 'the')                                           1                        0.0006993006993006993                       0.00010993843447669306
('to', 'render')                                                1                                          1.0                       0.00011931038596909861
('render', 'a')                                                 1                         0.001718213058419244                       0.00011531365313653136
('a', 'business-as-usual')                                      1                                          1.0                       0.00011931038596909861
('business-as-usual', 'appearance')                                  1                                          0.5                       0.00011930326890956812
('appearance', 'in')                                            1                         0.002785515320334262                       0.00011681560656503709
('avoid', 'any')                                                1                                         0.04                        0.0001191398105677012
('any', 'sense')                                                1                           0.3333333333333333                       0.00011929615269907546
('sense', 'of')                                                 1                        0.0010660980810234541                       0.00011299435028248587
('of', 'panic')                                                 1                                          0.5                       0.00011930326890956812
('panic', '.')                                                  1                         0.001001001001001001                       0.00011260627216935983
('Peter', 'Walters')                                            1                                          1.0                       0.00011931038596909861
('Walters', ',')                                                1                        0.0004940711462450593                       0.00010646225912913872
(',', '58-year-old')                                            1                                          1.0                       0.00011931038596909861
('of', 'British')                                               1                          0.07142857142857142                       0.00011921793037672866
('British', 'Petroleum')                                        1                                          1.0                       0.00011931038596909861
('Petroleum', 'Co.')                                            1                         0.029411764705882353                       0.00011907597046915932
('Co.', 'until')                                                2                          0.11764705882352941                       0.00017879492222420883
('until', 'next')                                               1                                         0.05                       0.00011917530687641521
('next', 'March')                                               1                                         0.25                       0.00011928903733746869
('March', ',')                                                  1                        0.0004940711462450593                       0.00010646225912913872
(',', 'joins')                                                  1                                          0.5                       0.00011930326890956812
('joins', 'the')                                                1                        0.0006993006993006993                       0.00010993843447669306
('this', 'cement')                                              1                                          1.0                       0.00011931038596909861
('cement', 'products')                                          1                          0.07692307692307693                       0.00011922503725782414
('on', 'Dec.')                                                  1                                         0.25                       0.00011928903733746869
('At', 'Movieline')                                             1                                          1.0                       0.00011931038596909861
('Movieline', ',')                                              1                        0.0004940711462450593                       0.00010646225912913872
('she', 'wants')                                                1                                         0.25                       0.00011928903733746869
('``', 'specific')                                              1                                          0.2                       0.00011928192282459593
('specific', 'paragraphing')                                    1                                          1.0                       0.00011931038596909861
('paragraphing', ',')                                           1                        0.0004940711462450593                       0.00010646225912913872
(',', 'specific')                                               1                                          0.2                       0.00011928192282459593
('specific', 'tone')                                            1                                          1.0                       0.00011931038596909861
('tone', ',')                                                   1                        0.0004940711462450593                       0.00010646225912913872
('specific', 'attitude')                                        1                                          1.0                       0.00011931038596909861
('attitude', '--')                                              1                         0.038461538461538464                       0.00011913271384322135
('bright', 'and')                                               1                        0.0014771048744460858                       0.00011468547508458054
('and', 'bold')                                                 1                          0.07692307692307693                       0.00011922503725782414
('and', 'tongue-in-cheek')                                      1                                          1.0                       0.00011931038596909861
('tongue-in-cheek', '.')                                        1                         0.001001001001001001                       0.00011260627216935983
("''", 'Merchant')                                              1                                          1.0                       0.00011931038596909861
('Merchant', 'banks')                                           1                          0.09090909090909091                        0.0001192392535622727
('banks', 'were')                                               1                         0.020833333333333332                        0.0001189767995240928
('were', 'stronger')                                            1                                          1.0                       0.00011931038596909861
('.', 'Their')                                                  1                                          1.0                       0.00011931038596909861
('Their', 'hope')                                               1                                          1.0                       0.00011931038596909861
('hope', 'was')                                                 1                         0.005714285714285714                       0.00011808466670602822
('was', 'that')                                                 1                        0.0038910505836575876                       0.00011751571772724602
('the', 'catalyst')                                             1                                          0.5                       0.00011930326890956812
('catalyst', 'would')                                           1                         0.011627906976744186                       0.00011870845204178538
('would', 'seek')                                               1                                          0.1                       0.00011924636298592893
('seek', 'to')                                                  1                        0.0015408320493066256                       0.00011486990982712079
('a', 'solicitation')                                           1                                          0.2                       0.00011928192282459593
('of', 'shareholder')                                           1                          0.07142857142857142                       0.00011921793037672866
('shareholder', 'consents')                                     1                                          0.5                       0.00011930326890956812
('added', 'that')                                               3                         0.011673151750972763                       0.00023503143545449204
('that', 'McCaw')                                               1                          0.16666666666666666                       0.00011927480916030534
('McCaw', 'would')                                              1                         0.011627906976744186                       0.00011870845204178538
('to', 'control')                                               1                          0.07692307692307693                       0.00011922503725782414
('control', 'LIN')                                              1                                          0.2                       0.00011928192282459593
('LIN', "'s")                                                   1                        0.0025974025974025974                        0.0001166384790342334
("'s", 'operations')                                            1                                        0.125                       0.00011926058437686345
('operations', 'and')                                           1                        0.0014771048744460858                       0.00011468547508458054
('``', 'therefore')                                             1                                          1.0                       0.00011931038596909861
('therefore', ',')                                              1                        0.0004940711462450593                       0.00010646225912913872
(',', 'operate')                                                1                                          0.5                       0.00011930326890956812
('operate', 'LIN')                                              1                                          0.2                       0.00011928192282459593
('LIN', 'in')                                                   1                         0.002785515320334262                       0.00011681560656503709
('a', 'manner')                                                 1                                          1.0                       0.00011931038596909861
